device_id,user_id,event_id,event_ts,event_type,old_value,new_value,trigger_source,label,user_feedback,temp_mean_before,temp_min_before,temp_max_before,hum_mean_before,fan_pwm_mean_before,lamp_ratio_before,setpoint_mean_before,mode_majority_before,hour_sin,hour_cos,day_period,target_setpoint,preference_profile,temp_mean_after,hum_mean_after
esp32-room-a,user-a,39,2026-05-05T21:36:00+07:00,setpoint_change,27.88,29.58,app,setpoint_adjustment,,27.982,27.65,28.16,56.75,44.525999999999996,0.3238,27.880000000000003,auto,-0.5877852522924734,0.8090169943749473,night,29.58,prefers_warmer,27.58666666666667,57.25333333333333
esp32-room-a,user-b,40,2026-05-05T22:16:00+07:00,setpoint_change,27.88,27.06,app,setpoint_adjustment,,27.994999999999997,27.84,28.12,57.11800000000001,24.639,0.33080000000000004,27.880000000000003,auto,-0.4383711467890778,0.8987940462991668,night,27.06,prefers_cooler,28.09,57.21666666666667
esp32-room-a,user-a,41,2026-05-06T07:39:00+07:00,setpoint_change,28.17,29.12,app,setpoint_adjustment,,28.02,27.93,28.12,55.95,23.152,0.0568,28.170000000000005,auto,0.9081431738250813,-0.41865973753742824,day,29.12,prefers_warmer,27.915000000000003,56.39666666666667
esp32-room-a,user-b,42,2026-05-06T08:36:00+07:00,setpoint_change,28.17,27.3,app,setpoint_adjustment,,28.212,28.14,28.33,54.523,24.993,0.030600000000000006,28.170000000000005,auto,0.777145961456971,-0.6293203910498373,day,27.3,prefers_cooler,28.168333333333333,54.25333333333333
esp32-room-a,user-a,43,2026-05-06T12:09:00+07:00,setpoint_change,28.17,29.27,app,setpoint_adjustment,,28.030999999999995,27.88,28.18,52.190999999999995,43.477,0.0258,28.170000000000005,cool,-0.03925981575906826,-0.9992290362407229,day,29.27,prefers_warmer,28.223333333333333,52.343333333333334
esp32-room-a,user-b,44,2026-05-06T12:52:00+07:00,setpoint_change,28.17,27.44,app,setpoint_adjustment,,28.339,28.2,28.46,51.551,49.413000000000004,0.0274,28.170000000000005,cool,-0.22495105434386498,-0.9743700647852352,day,27.44,prefers_cooler,28.048333333333336,51.27
esp32-room-a,user-a,45,2026-05-06T18:49:00+07:00,setpoint_change,27.87,29.55,app,setpoint_adjustment,,27.819,27.56,28.02,54.089,25.437,0.38249999999999995,27.869999999999997,auto,-0.9772311064626789,0.21217767215644612,night,29.55,prefers_warmer,28.146666666666665,54.22833333333333
esp32-room-a,user-b,46,2026-05-06T19:31:00+07:00,setpoint_change,27.87,27.15,app,setpoint_adjustment,,28.066999999999997,27.96,28.18,53.402,49.899,0.37729999999999997,27.869999999999997,cool,-0.9222009716704518,0.3867109616368206,night,27.15,prefers_cooler,27.81,52.915
esp32-room-a,user-a,47,2026-05-06T21:33:00+07:00,setpoint_change,27.87,29.39,app,setpoint_adjustment,,28.085999999999995,27.88,28.18,57.221999999999994,38.784000000000006,0.3364,27.869999999999997,auto,-0.5983246005706593,0.8012538126910604,night,29.39,prefers_warmer,27.75833333333333,57.155
esp32-room-a,user-b,48,2026-05-06T22:15:00+07:00,setpoint_change,27.87,27.05,app,setpoint_adjustment,,27.71,27.6,27.76,58.859,23.617,0.3213,27.869999999999997,auto,-0.4422886902190014,0.8968727415326883,night,27.05,prefers_cooler,27.783333333333335,58.895
esp32-room-a,user-a,49,2026-05-07T07:50:00+07:00,setpoint_change,28.18,29.26,app,setpoint_adjustment,,28.233000000000004,28.09,28.39,56.798,24.55,0.04190000000000001,28.18,auto,0.8870108331782218,-0.46174861323503374,day,29.26,prefers_warmer,28.331666666666663,56.678333333333335
esp32-room-a,user-b,50,2026-05-07T08:37:00+07:00,setpoint_change,28.18,27.49,app,setpoint_adjustment,,27.967000000000002,27.9,28.04,54.112999999999985,21.272000000000002,0.0178,28.18,auto,0.7743926440821857,-0.632705328562516,day,27.49,prefers_cooler,28.05666666666667,53.87833333333333
esp32-room-a,user-a,51,2026-05-07T12:14:00+07:00,setpoint_change,28.18,29.13,app,setpoint_adjustment,,28.292,28.13,28.44,52.012,25.934999999999995,0.041499999999999995,28.18,auto,-0.0610485395348565,-0.998134798421867,day,29.13,prefers_warmer,28.293333333333333,52.37833333333334
esp32-room-a,user-b,52,2026-05-07T13:03:00+07:00,setpoint_change,28.18,27.44,app,setpoint_adjustment,,28.333,28.11,28.52,52.661,56.666,0.03200000000000001,28.18,cool,-0.2714404498650743,-0.9624552364536473,day,27.44,prefers_cooler,28.09,52.97333333333333
esp32-room-a,user-a,53,2026-05-07T18:44:00+07:00,setpoint_change,27.88,29.58,app,setpoint_adjustment,,27.807,27.7,28.06,53.897000000000006,48.424,0.3685999999999999,27.880000000000003,cool,-0.9816271834476641,0.19080899537654425,night,29.58,prefers_warmer,27.850000000000005,54.473333333333336
esp32-room-a,user-b,54,2026-05-07T19:32:00+07:00,setpoint_change,27.88,27.0,app,setpoint_adjustment,,27.897000000000002,27.74,28.1,55.247,24.330000000000002,0.33140000000000003,27.880000000000003,auto,-0.92050485345244,0.39073112848927427,night,27.0,prefers_cooler,28.03666666666666,55.46333333333333
esp32-room-a,user-a,55,2026-05-07T21:38:00+07:00,setpoint_change,27.88,29.55,app,setpoint_adjustment,,28.080000000000002,28.01,28.23,56.023,39.664,0.3363,27.880000000000003,auto,-0.5807029557109397,0.8141155183563193,night,29.55,prefers_warmer,27.836666666666662,55.94166666666667
esp32-room-a,user-b,56,2026-05-07T22:15:00+07:00,setpoint_change,27.88,27.09,app,setpoint_adjustment,,28.065999999999995,27.99,28.13,56.29,28.782000000000004,0.351,27.880000000000003,auto,-0.4422886902190014,0.8968727415326883,night,27.09,prefers_cooler,27.915000000000003,56.62666666666667
esp32-room-a,user-a,57,2026-05-08T07:53:00+07:00,setpoint_change,28.16,29.25,app,setpoint_adjustment,,27.939,27.89,27.97,55.043000000000006,22.54,0.0414,28.160000000000004,auto,0.8808907382053855,-0.4733196671848433,day,29.25,prefers_warmer,28.000000000000004,55.72666666666667
esp32-room-a,user-b,58,2026-05-08T08:36:00+07:00,setpoint_change,28.16,27.34,app,setpoint_adjustment,,28.101999999999997,28.02,28.2,54.225,23.66,0.03,28.160000000000004,auto,0.777145961456971,-0.6293203910498373,day,27.34,prefers_cooler,27.985,53.48833333333334
esp32-room-a,user-a,59,2026-05-08T12:16:00+07:00,setpoint_change,28.16,29.13,app,setpoint_adjustment,,28.189999999999998,28.04,28.3,53.51800000000001,20.768,0.0376,28.160000000000004,auto,-0.06975647374412572,-0.9975640502598242,day,29.13,prefers_warmer,28.26166666666667,53.78666666666667
esp32-room-a,user-b,60,2026-05-08T13:03:00+07:00,setpoint_change,28.16,27.07,app,setpoint_adjustment,,28.107999999999997,27.98,28.25,51.221000000000004,45.776,0.036699999999999997,28.160000000000004,cool,-0.2714404498650743,-0.9624552364536473,day,27.07,prefers_cooler,28.191666666666663,51.050000000000004
esp32-room-a,user-a,61,2026-05-08T18:41:00+07:00,setpoint_change,27.86,29.74,app,setpoint_adjustment,,27.906,27.84,27.98,53.721000000000004,23.005000000000003,0.35219999999999996,27.860000000000003,auto,-0.9840406976462908,0.177943545473842,night,29.74,prefers_warmer,27.935,55.09166666666667
esp32-room-a,user-b,62,2026-05-08T19:37:00+07:00,setpoint_change,27.86,27.0,app,setpoint_adjustment,,27.93,27.79,27.99,55.023,21.512,0.3298,27.860000000000003,auto,-0.9117620435770886,0.4107188526134774,night,27.0,prefers_cooler,27.958333333333332,54.905
esp32-room-a,user-a,63,2026-05-08T21:37:00+07:00,setpoint_change,27.86,29.42,app,setpoint_adjustment,,28.002,27.85,28.13,56.184000000000005,25.857999999999997,0.3378,27.860000000000003,auto,-0.5842496656374349,0.811573981965012,night,29.42,prefers_warmer,28.028333333333336,55.919999999999995
esp32-room-a,user-b,64,2026-05-08T22:23:00+07:00,setpoint_change,27.86,27.09,app,setpoint_adjustment,,27.75,27.68,27.81,58.022000000000006,21.594000000000005,0.3435,27.860000000000003,auto,-0.4107188526134778,0.9117620435770883,night,27.09,prefers_cooler,27.819999999999997,57.74333333333334
esp32-room-a,user-a,65,2026-05-09T07:47:00+07:00,setpoint_change,28.2,29.26,app,setpoint_adjustment,,28.092000000000002,27.98,28.21,57.137,21.654000000000003,0.0475,28.2,auto,0.8929789434111369,-0.4500984410374352,day,29.26,prefers_warmer,28.116666666666664,57.01666666666666
esp32-room-a,user-b,66,2026-05-09T08:34:00+07:00,setpoint_change,28.2,27.11,app,setpoint_adjustment,,28.333,28.28,28.4,56.40500000000001,25.624000000000002,0.06350000000000001,28.2,auto,0.782608156852414,-0.6225146366376194,day,27.11,prefers_cooler,28.41,55.76499999999999
esp32-room-a,user-a,67,2026-05-09T12:13:00+07:00,setpoint_change,28.2,29.34,app,setpoint_adjustment,,28.089,27.97,28.24,52.1,25.548000000000002,0.0716,28.2,auto,-0.056692787563376965,-0.9983916705573489,day,29.34,prefers_warmer,28.28333333333333,52.84666666666667
esp32-room-a,user-b,68,2026-05-09T13:07:00+07:00,setpoint_change,28.2,27.32,app,setpoint_adjustment,,28.363999999999997,28.16,28.56,53.157000000000004,47.182,0.0371,28.2,cool,-0.28819626813408966,-0.9575713608048143,day,27.32,prefers_cooler,28.046666666666667,53.32833333333334
esp32-room-a,user-a,69,2026-05-09T18:46:00+07:00,setpoint_change,27.9,29.68,app,setpoint_adjustment,,27.857999999999997,27.67,27.99,53.464999999999996,49.101000000000006,0.2897,27.9,cool,-0.9799247046208297,0.19936793441719694,night,29.68,prefers_warmer,28.00666666666667,52.79333333333333
esp32-room-a,user-b,70,2026-05-09T19:34:00+07:00,setpoint_change,27.9,27.15,app,setpoint_adjustment,,27.767999999999994,27.64,27.93,53.63099999999999,35.120999999999995,0.2318,27.9,auto,-0.917060074385124,0.39874906892524625,night,27.15,prefers_cooler,27.896666666666672,53.22666666666667
esp32-room-a,user-a,71,2026-05-09T21:38:00+07:00,setpoint_change,27.9,29.46,app,setpoint_adjustment,,27.749000000000002,27.66,27.82,56.883,34.81999999999999,0.2465,27.9,auto,-0.5807029557109397,0.8141155183563193,night,29.46,prefers_warmer,27.885,57.375
esp32-room-a,user-b,72,2026-05-09T22:20:00+07:00,setpoint_change,27.9,27.18,app,setpoint_adjustment,,27.921,27.82,28.0,56.334,22.850999999999996,0.25209999999999994,27.9,auto,-0.4226182617407,0.9063077870366497,night,27.18,prefers_cooler,28.02,56.725
esp32-room-a,user-a,73,2026-05-10T07:43:00+07:00,setpoint_change,28.19,29.23,app,setpoint_adjustment,,28.121,28.0,28.2,57.03399999999999,22.413999999999998,0.05169999999999999,28.190000000000005,auto,0.9006982393225879,-0.43444525740441703,day,29.23,prefers_warmer,28.16666666666667,56.625
esp32-room-a,user-b,74,2026-05-10T08:27:00+07:00,setpoint_change,28.19,27.53,app,setpoint_adjustment,,28.113999999999997,28.07,28.15,56.299,19.552000000000003,0.049,28.190000000000005,auto,0.8012538126910609,-0.5983246005706587,day,27.53,prefers_cooler,28.115,56.78666666666667
esp32-room-a,user-a,75,2026-05-10T12:10:00+07:00,setpoint_change,28.19,29.19,app,setpoint_adjustment,,28.157,28.01,28.35,53.46300000000001,48.196,0.0507,28.190000000000005,cool,-0.04361938736533583,-0.9990482215818578,day,29.19,prefers_warmer,28.11833333333333,53.28999999999999
esp32-room-a,user-b,76,2026-05-10T13:02:00+07:00,setpoint_change,28.19,27.15,app,setpoint_adjustment,,28.367,28.23,28.5,52.913,29.417,0.0668,28.190000000000005,auto,-0.26723837607825635,-0.9636304532086232,day,27.15,prefers_cooler,28.33666666666667,52.07166666666668
esp32-room-a,user-a,77,2026-05-10T18:46:00+07:00,setpoint_change,27.89,29.54,app,setpoint_adjustment,,27.857999999999997,27.7,28.04,53.15599999999999,21.809,0.24020000000000002,27.889999999999997,auto,-0.9799247046208297,0.19936793441719694,night,29.54,prefers_warmer,27.968333333333334,53.169999999999995
esp32-room-a,user-b,78,2026-05-10T19:36:00+07:00,setpoint_change,27.89,27.0,app,setpoint_adjustment,,28.054000000000002,27.85,28.19,54.088,48.346,0.2589,27.889999999999997,cool,-0.9135454576426008,0.40673664307580054,night,27.0,prefers_cooler,27.784999999999997,53.65833333333334
esp32-room-a,user-a,79,2026-05-10T21:23:00+07:00,setpoint_change,27.89,29.4,app,setpoint_adjustment,,27.770999999999997,27.7,27.85,56.964,22.441,0.2572,27.889999999999997,auto,-0.6327053285625163,0.7743926440821854,night,29.4,prefers_warmer,27.863333333333333,57.40166666666667
esp32-room-a,user-b,80,2026-05-10T22:23:00+07:00,setpoint_change,27.89,27.0,app,setpoint_adjustment,,27.873,27.8,27.91,56.96600000000001,23.725,0.26780000000000004,27.889999999999997,auto,-0.4107188526134778,0.9117620435770883,night,27.0,prefers_cooler,28.026666666666667,57.21
esp32-room-a,user-a,81,2026-05-11T07:37:00+07:00,setpoint_change,28.18,29.24,app,setpoint_adjustment,,28.145,28.06,28.27,56.577,20.913,0.0438,28.18,auto,0.9117620435770885,-0.4107188526134775,day,29.24,prefers_warmer,28.319999999999997,56.15500000000001
esp32-room-a,user-b,82,2026-05-11T08:33:00+07:00,setpoint_change,28.18,27.2,app,setpoint_adjustment,,28.15,28.09,28.2,54.035000000000004,22.714000000000002,0.0345,28.18,auto,0.7853169308807448,-0.6190939493098341,day,27.2,prefers_cooler,28.243333333333336,53.17666666666668
esp32-room-a,user-a,83,2026-05-11T12:14:00+07:00,setpoint_change,28.18,29.14,app,setpoint_adjustment,,28.095999999999997,27.96,28.25,52.831,44.636,0.0361,28.18,cool,-0.0610485395348565,-0.998134798421867,day,29.14,prefers_warmer,27.916666666666668,52.70666666666667
esp32-room-a,user-b,84,2026-05-11T13:00:00+07:00,setpoint_change,28.18,27.34,app,setpoint_adjustment,,27.926,27.81,28.05,51.739,21.654000000000003,0.0298,28.18,auto,-0.25881904510252035,-0.9659258262890684,day,27.34,prefers_cooler,28.093333333333334,52.26333333333333
esp32-room-a,user-a,85,2026-05-11T18:38:00+07:00,setpoint_change,27.88,29.66,app,setpoint_adjustment,,27.981,27.81,28.16,53.485,54.075,0.3532,27.880000000000003,cool,-0.9862856015372313,0.1650476058606778,night,29.66,prefers_warmer,27.683333333333334,53.245
esp32-room-a,user-b,86,2026-05-11T19:31:00+07:00,setpoint_change,27.88,27.0,app,setpoint_adjustment,,28.05,27.88,28.18,54.113,28.216,0.3593,27.880000000000003,auto,-0.9222009716704518,0.3867109616368206,night,27.0,prefers_cooler,27.91,54.38833333333333
esp32-room-a,user-a,87,2026-05-11T21:23:00+07:00,setpoint_change,27.88,29.47,app,setpoint_adjustment,,27.997000000000003,27.91,28.05,57.242999999999995,23.927999999999997,0.3262999999999999,27.880000000000003,auto,-0.6327053285625163,0.7743926440821854,night,29.47,prefers_warmer,28.098333333333333,57.02
esp32-room-a,user-b,88,2026-05-11T22:18:00+07:00,setpoint_change,27.88,27.09,app,setpoint_adjustment,,27.739000000000004,27.62,27.9,57.94199999999999,22.043999999999997,0.3269,27.880000000000003,auto,-0.4305110968082952,0.9025852843498605,night,27.09,prefers_cooler,28.078333333333333,57.31333333333333
esp32-room-a,user-a,89,2026-05-12T07:45:00+07:00,setpoint_change,28.2,29.23,app,setpoint_adjustment,,28.272000000000002,28.19,28.35,55.645,23.624000000000002,0.0336,28.2,auto,0.8968727415326884,-0.44228869021900113,day,29.23,prefers_warmer,28.426666666666666,55.47
esp32-room-a,user-b,90,2026-05-12T08:23:00+07:00,setpoint_change,28.2,27.36,app,setpoint_adjustment,,28.272000000000002,28.23,28.34,56.093999999999994,24.348,0.0063,28.2,auto,0.8115739819650124,-0.5842496656374342,day,27.36,prefers_cooler,28.235,56.28333333333334
esp32-room-a,user-a,91,2026-05-12T12:07:00+07:00,setpoint_change,28.2,29.08,app,setpoint_adjustment,,28.216,28.06,28.4,52.024,24.293,0.037,28.2,auto,-0.030538513209822413,-0.999533590836713,day,29.08,prefers_warmer,28.448333333333334,52.33166666666667
esp32-room-a,user-b,92,2026-05-12T13:06:00+07:00,setpoint_change,28.2,27.41,app,setpoint_adjustment,,28.181,28.07,28.32,51.67100000000001,58.815,0.0306,28.2,cool,-0.28401534470392237,-0.9588197348681932,day,27.41,prefers_cooler,28.138333333333335,51.58833333333333
