device_id,bucket_start,interval_seconds,temp_mean,hum_mean,fan_pwm_mean,lamp_on_ratio,mode_majority,setpoint_mean,ac_compressor_on,outdoor_temp_est,outdoor_hum_est,occupancy_level
esp32-room-a,2026-05-01T00:41:00+07:00,60,27.84,56.53,24.62,0.126,auto,27.99,0,26.83,84.06,0.094
esp32-room-a,2026-05-01T00:42:00+07:00,60,27.86,56.75,20.67,0.093,auto,27.99,0,26.91,87.98,0.214
esp32-room-a,2026-05-01T00:43:00+07:00,60,27.89,56.72,27.27,0.065,auto,27.99,0,27.0,83.9,0.064
esp32-room-a,2026-05-01T00:44:00+07:00,60,27.89,56.49,19.67,0.187,auto,27.99,0,26.95,83.36,0.266
esp32-room-a,2026-05-01T00:45:00+07:00,60,27.88,56.25,18.98,0.087,auto,27.99,0,26.69,84.16,0.171
esp32-room-a,2026-05-01T00:46:00+07:00,60,27.9,56.31,23.86,0.17,auto,27.99,0,26.92,82.38,0.212
esp32-room-a,2026-05-01T00:47:00+07:00,60,27.82,56.66,23.66,0.042,auto,27.99,0,26.69,86.42,0.0
esp32-room-a,2026-05-01T00:48:00+07:00,60,27.83,56.74,23.22,0.0,auto,27.99,0,26.94,87.1,0.074
esp32-room-a,2026-05-01T00:49:00+07:00,60,27.87,56.52,21.44,0.12,auto,27.99,0,26.76,86.16,0.108
esp32-room-a,2026-05-01T00:50:00+07:00,60,27.91,56.55,27.98,0.068,auto,27.99,0,26.64,85.91,0.061
esp32-room-a,2026-05-01T00:51:00+07:00,60,27.9,56.15,29.22,0.056,auto,27.99,0,26.88,88.9,0.187
esp32-room-a,2026-05-01T00:52:00+07:00,60,27.84,55.83,18.43,0.076,auto,27.99,0,27.01,83.41,0.129
esp32-room-a,2026-05-01T00:53:00+07:00,60,27.73,55.9,19.88,0.091,auto,27.99,0,26.82,83.68,0.162
esp32-room-a,2026-05-01T00:54:00+07:00,60,27.74,56.07,18.83,0.065,auto,27.99,0,26.79,86.73,0.176
esp32-room-a,2026-05-01T00:55:00+07:00,60,27.77,56.06,21.47,0.098,auto,27.99,0,26.91,85.13,0.136
esp32-room-a,2026-05-01T00:56:00+07:00,60,27.66,55.94,25.37,0.0,auto,27.99,0,26.52,83.62,0.0
esp32-room-a,2026-05-01T00:57:00+07:00,60,27.67,56.29,22.41,0.015,auto,27.99,0,26.94,87.56,0.136
esp32-room-a,2026-05-01T00:58:00+07:00,60,27.65,56.5,29.74,0.0,auto,27.99,0,26.48,84.47,0.072
esp32-room-a,2026-05-01T00:59:00+07:00,60,27.65,56.13,26.18,0.033,auto,27.99,0,26.55,86.38,0.151
esp32-room-a,2026-05-01T01:00:00+07:00,60,27.68,56.12,23.48,0.051,auto,27.99,0,26.54,84.81,0.077
esp32-room-a,2026-05-01T01:01:00+07:00,60,27.73,56.1,27.02,0.114,auto,27.99,0,26.67,83.67,0.226
esp32-room-a,2026-05-01T01:02:00+07:00,60,27.83,56.16,22.72,0.1,auto,27.99,0,26.79,88.48,0.11
esp32-room-a,2026-05-01T01:03:00+07:00,60,27.84,56.01,14.85,0.0,auto,27.99,0,26.78,85.72,0.052
esp32-room-a,2026-05-01T01:04:00+07:00,60,27.92,56.3,17.67,0.03,auto,27.99,0,26.63,85.35,0.031
esp32-room-a,2026-05-01T01:05:00+07:00,60,27.95,56.26,26.79,0.0,auto,27.99,0,26.66,86.03,0.087
esp32-room-a,2026-05-01T01:06:00+07:00,60,28.0,56.32,24.61,0.048,auto,27.99,0,27.17,86.09,0.121
esp32-room-a,2026-05-01T01:07:00+07:00,60,27.96,56.5,26.88,0.063,auto,27.99,0,26.56,86.39,0.106
esp32-room-a,2026-05-01T01:08:00+07:00,60,27.99,56.13,20.49,0.0,auto,27.99,0,26.78,85.36,0.097
esp32-room-a,2026-05-01T01:09:00+07:00,60,27.95,55.83,8.66,0.0,auto,27.99,0,26.94,87.06,0.0
esp32-room-a,2026-05-01T01:10:00+07:00,60,27.97,55.56,20.66,0.137,auto,27.99,0,26.77,85.03,0.314
esp32-room-a,2026-05-01T01:11:00+07:00,60,27.99,55.47,26.04,0.129,auto,27.99,0,26.83,86.3,0.113
esp32-room-a,2026-05-01T01:12:00+07:00,60,27.97,55.84,20.01,0.091,auto,27.99,0,26.52,87.7,0.042
esp32-room-a,2026-05-01T01:13:00+07:00,60,27.95,55.69,19.98,0.077,auto,27.99,0,26.72,88.02,0.131
esp32-room-a,2026-05-01T01:14:00+07:00,60,28.0,55.21,18.46,0.0,auto,27.99,0,26.79,85.09,0.0
esp32-room-a,2026-05-01T01:15:00+07:00,60,27.98,55.24,22.92,0.0,auto,27.99,0,26.72,85.6,0.054
esp32-room-a,2026-05-01T01:16:00+07:00,60,27.99,55.38,31.16,0.07,auto,27.99,0,26.79,86.39,0.177
esp32-room-a,2026-05-01T01:17:00+07:00,60,27.93,55.25,21.68,0.057,auto,27.99,0,26.53,84.41,0.095
esp32-room-a,2026-05-01T01:18:00+07:00,60,27.96,55.29,19.06,0.08,auto,27.99,0,26.52,87.13,0.124
esp32-room-a,2026-05-01T01:19:00+07:00,60,27.96,55.17,22.85,0.0,auto,27.99,0,26.4,85.78,0.135
esp32-room-a,2026-05-01T01:20:00+07:00,60,27.97,54.72,16.8,0.081,auto,27.99,0,26.88,85.52,0.227
esp32-room-a,2026-05-01T01:21:00+07:00,60,27.91,54.62,23.06,0.095,auto,27.99,0,26.78,88.68,0.034
esp32-room-a,2026-05-01T01:22:00+07:00,60,27.83,54.43,20.09,0.0,auto,27.99,0,26.69,88.44,0.022
esp32-room-a,2026-05-01T01:23:00+07:00,60,27.85,54.4,27.74,0.046,auto,27.99,0,26.69,83.41,0.185
esp32-room-a,2026-05-01T01:24:00+07:00,60,27.87,54.13,24.42,0.0,auto,27.99,0,26.74,86.97,0.069
esp32-room-a,2026-05-01T01:25:00+07:00,60,27.83,53.96,25.21,0.07,auto,27.99,0,26.38,86.53,0.139
esp32-room-a,2026-05-01T01:26:00+07:00,60,27.83,54.13,19.21,0.053,auto,27.99,0,26.9,85.3,0.071
esp32-room-a,2026-05-01T01:27:00+07:00,60,27.78,53.7,29.25,0.16,auto,27.99,0,26.56,87.82,0.077
esp32-room-a,2026-05-01T01:28:00+07:00,60,27.77,53.78,16.99,0.066,auto,27.99,0,26.28,85.49,0.088
esp32-room-a,2026-05-01T01:29:00+07:00,60,27.86,53.94,20.48,0.061,auto,27.99,0,26.36,86.91,0.162
esp32-room-a,2026-05-01T01:30:00+07:00,60,27.84,54.47,21.22,0.154,auto,27.99,0,26.31,86.16,0.169
esp32-room-a,2026-05-01T01:31:00+07:00,60,27.8,54.6,27.46,0.0,auto,27.99,0,26.73,86.38,0.032
esp32-room-a,2026-05-01T01:32:00+07:00,60,27.78,54.66,14.32,0.0,auto,27.99,0,26.62,84.68,0.0
esp32-room-a,2026-05-01T01:33:00+07:00,60,27.82,54.81,18.79,0.001,auto,27.99,0,26.53,82.35,0.159
esp32-room-a,2026-05-01T01:34:00+07:00,60,27.84,55.0,21.25,0.119,auto,27.99,0,26.68,89.28,0.187
esp32-room-a,2026-05-01T01:35:00+07:00,60,27.81,54.97,25.56,0.146,auto,27.99,0,26.84,85.22,0.17
esp32-room-a,2026-05-01T01:36:00+07:00,60,27.8,55.26,11.87,0.0,auto,27.99,0,26.54,86.4,0.083
esp32-room-a,2026-05-01T01:37:00+07:00,60,27.76,55.29,27.01,0.012,auto,27.99,0,26.19,84.61,0.057
esp32-room-a,2026-05-01T01:38:00+07:00,60,27.71,55.15,24.51,0.005,auto,27.99,0,26.6,87.43,0.038
esp32-room-a,2026-05-01T01:39:00+07:00,60,27.67,55.23,21.05,0.011,auto,27.99,0,26.61,86.95,0.172
esp32-room-a,2026-05-01T01:40:00+07:00,60,27.63,55.28,27.08,0.0,auto,27.99,0,26.73,85.48,0.0
esp32-room-a,2026-05-01T01:41:00+07:00,60,27.65,55.51,16.87,0.0,auto,27.99,0,26.44,88.02,0.0
esp32-room-a,2026-05-01T01:42:00+07:00,60,27.64,55.64,22.71,0.104,auto,27.99,0,26.61,86.74,0.156
esp32-room-a,2026-05-01T01:43:00+07:00,60,27.69,55.96,17.41,0.0,auto,27.99,0,26.31,82.83,0.185
esp32-room-a,2026-05-01T01:44:00+07:00,60,27.72,55.94,17.98,0.054,auto,27.99,0,26.77,88.5,0.128
esp32-room-a,2026-05-01T01:45:00+07:00,60,27.8,56.24,17.86,0.083,auto,27.99,0,26.42,88.85,0.096
esp32-room-a,2026-05-01T01:46:00+07:00,60,27.83,56.45,24.87,0.089,auto,27.99,0,26.68,87.73,0.171
esp32-room-a,2026-05-01T01:47:00+07:00,60,27.77,56.85,29.78,0.068,auto,27.99,0,26.61,85.21,0.0
esp32-room-a,2026-05-01T01:48:00+07:00,60,27.78,56.63,23.79,0.062,auto,27.99,0,26.84,86.01,0.14
esp32-room-a,2026-05-01T01:49:00+07:00,60,27.86,56.85,22.05,0.019,auto,27.99,0,26.59,85.88,0.016
esp32-room-a,2026-05-01T01:50:00+07:00,60,27.85,56.7,16.37,0.077,auto,27.99,0,26.56,84.48,0.124
esp32-room-a,2026-05-01T01:51:00+07:00,60,27.89,56.97,26.62,0.065,auto,27.99,0,26.27,85.82,0.151
esp32-room-a,2026-05-01T01:52:00+07:00,60,27.9,57.26,26.95,0.015,auto,27.99,0,26.4,86.48,0.052
esp32-room-a,2026-05-01T01:53:00+07:00,60,27.89,57.14,23.14,0.0,auto,27.99,0,26.53,86.3,0.02
esp32-room-a,2026-05-01T01:54:00+07:00,60,27.89,57.21,16.87,0.005,auto,27.99,0,26.65,85.43,0.07
esp32-room-a,2026-05-01T01:55:00+07:00,60,27.81,57.23,22.14,0.093,auto,27.99,0,26.38,83.03,0.235
esp32-room-a,2026-05-01T01:56:00+07:00,60,27.88,57.0,20.29,0.054,auto,27.99,0,26.11,86.55,0.217
esp32-room-a,2026-05-01T01:57:00+07:00,60,27.95,56.94,30.57,0.022,auto,27.99,0,26.53,88.0,0.048
esp32-room-a,2026-05-01T01:58:00+07:00,60,27.97,57.67,25.83,0.074,auto,27.99,0,26.57,86.18,0.26
esp32-room-a,2026-05-01T01:59:00+07:00,60,28.0,57.68,23.25,0.084,auto,27.99,0,26.52,85.31,0.198
esp32-room-a,2026-05-01T02:00:00+07:00,60,28.02,57.45,15.51,0.059,auto,27.99,0,26.67,83.29,0.147
esp32-room-a,2026-05-01T02:01:00+07:00,60,27.95,57.37,19.37,0.051,auto,27.99,0,26.47,87.16,0.127
esp32-room-a,2026-05-01T02:02:00+07:00,60,27.95,56.96,13.19,0.059,auto,27.99,0,26.41,87.01,0.142
esp32-room-a,2026-05-01T02:03:00+07:00,60,27.95,57.19,17.0,0.0,auto,27.99,0,26.57,85.96,0.102
esp32-room-a,2026-05-01T02:04:00+07:00,60,27.92,56.65,14.33,0.0,auto,27.99,0,26.64,87.74,0.033
esp32-room-a,2026-05-01T02:05:00+07:00,60,27.9,56.9,18.96,0.0,auto,27.99,0,26.52,86.05,0.075
esp32-room-a,2026-05-01T02:06:00+07:00,60,27.9,56.9,29.15,0.035,auto,27.99,0,26.32,86.54,0.158
esp32-room-a,2026-05-01T02:07:00+07:00,60,27.9,56.69,18.62,0.139,auto,27.99,0,26.55,84.21,0.285
esp32-room-a,2026-05-01T02:08:00+07:00,60,27.95,57.04,24.38,0.137,auto,27.99,0,26.48,87.38,0.164
esp32-room-a,2026-05-01T02:09:00+07:00,60,27.95,56.92,21.25,0.094,auto,27.99,0,26.54,84.78,0.0
esp32-room-a,2026-05-01T02:10:00+07:00,60,27.95,56.94,24.02,0.103,auto,27.99,0,26.67,85.67,0.106
esp32-room-a,2026-05-01T02:11:00+07:00,60,27.89,56.95,26.23,0.149,auto,27.99,0,26.65,86.82,0.252
esp32-room-a,2026-05-01T02:12:00+07:00,60,27.94,57.03,20.4,0.074,auto,27.99,0,26.76,86.68,0.137
esp32-room-a,2026-05-01T02:13:00+07:00,60,27.85,57.13,24.15,0.0,auto,27.99,0,26.67,80.88,0.0
esp32-room-a,2026-05-01T02:14:00+07:00,60,27.95,57.14,23.84,0.107,auto,27.99,0,26.84,85.31,0.063
esp32-room-a,2026-05-01T02:15:00+07:00,60,27.94,56.85,20.85,0.018,auto,27.99,0,26.42,85.83,0.13
esp32-room-a,2026-05-01T02:16:00+07:00,60,27.93,56.93,24.78,0.031,auto,27.99,0,26.61,85.58,0.194
esp32-room-a,2026-05-01T02:17:00+07:00,60,27.86,57.04,24.09,0.0,auto,27.99,0,26.8,85.4,0.037
esp32-room-a,2026-05-01T02:18:00+07:00,60,27.89,56.75,23.49,0.043,auto,27.99,0,26.74,86.5,0.138
esp32-room-a,2026-05-01T02:19:00+07:00,60,27.96,57.06,21.51,0.052,auto,27.99,0,26.76,88.04,0.081
esp32-room-a,2026-05-01T02:20:00+07:00,60,27.99,57.07,18.72,0.055,auto,27.99,0,26.63,86.15,0.181
esp32-room-a,2026-05-01T02:21:00+07:00,60,28.02,57.01,25.4,0.091,auto,27.99,0,26.61,86.44,0.171
esp32-room-a,2026-05-01T02:22:00+07:00,60,27.93,56.79,17.41,0.012,auto,27.99,0,26.87,85.26,0.021
esp32-room-a,2026-05-01T02:23:00+07:00,60,27.94,56.88,23.84,0.072,auto,27.99,0,26.55,86.83,0.098
esp32-room-a,2026-05-01T02:24:00+07:00,60,27.94,56.89,26.7,0.059,auto,27.99,0,26.55,82.9,0.0
esp32-room-a,2026-05-01T02:25:00+07:00,60,27.91,56.91,26.44,0.029,auto,27.99,0,26.52,86.63,0.136
esp32-room-a,2026-05-01T02:26:00+07:00,60,27.95,57.08,22.46,0.039,auto,27.99,0,26.74,84.61,0.184
esp32-room-a,2026-05-01T02:27:00+07:00,60,27.9,57.19,16.41,0.011,auto,27.99,0,26.52,86.7,0.051
esp32-room-a,2026-05-01T02:28:00+07:00,60,27.96,57.23,23.85,0.06,auto,27.99,0,27.06,84.01,0.129
esp32-room-a,2026-05-01T02:29:00+07:00,60,27.93,57.5,19.1,0.062,auto,27.99,0,26.6,87.97,0.156
esp32-room-a,2026-05-01T02:30:00+07:00,60,27.92,57.45,16.98,0.003,auto,27.99,0,26.71,87.95,0.034
esp32-room-a,2026-05-01T02:31:00+07:00,60,27.97,58.06,19.36,0.072,auto,27.99,0,26.46,86.24,0.0
esp32-room-a,2026-05-01T02:32:00+07:00,60,27.97,58.07,20.16,0.0,auto,27.99,0,26.6,86.53,0.14
esp32-room-a,2026-05-01T02:33:00+07:00,60,27.93,58.05,25.58,0.009,auto,27.99,0,26.75,85.53,0.0
esp32-room-a,2026-05-01T02:34:00+07:00,60,27.95,58.25,27.59,0.085,auto,27.99,0,26.86,88.12,0.068
esp32-room-a,2026-05-01T02:35:00+07:00,60,27.89,58.38,15.9,0.031,auto,27.99,0,26.75,86.63,0.169
esp32-room-a,2026-05-01T02:36:00+07:00,60,27.88,58.11,20.92,0.099,auto,27.99,0,26.79,87.98,0.224
esp32-room-a,2026-05-01T02:37:00+07:00,60,27.89,57.87,24.03,0.053,auto,27.99,0,26.85,85.39,0.126
esp32-room-a,2026-05-01T02:38:00+07:00,60,27.87,58.25,21.56,0.013,auto,27.99,0,26.61,85.63,0.06
esp32-room-a,2026-05-01T02:39:00+07:00,60,27.84,58.52,21.26,0.064,auto,27.99,0,26.49,85.52,0.0
esp32-room-a,2026-05-01T02:40:00+07:00,60,27.84,58.86,11.56,0.0,auto,27.99,0,26.66,85.75,0.125
esp32-room-a,2026-05-01T02:41:00+07:00,60,27.86,58.74,26.59,0.084,auto,27.99,0,26.66,86.84,0.077
esp32-room-a,2026-05-01T02:42:00+07:00,60,27.83,58.85,22.5,0.057,auto,27.99,0,26.83,86.25,0.135
esp32-room-a,2026-05-01T02:43:00+07:00,60,27.77,58.73,20.85,0.025,auto,27.99,0,26.22,83.87,0.238
esp32-room-a,2026-05-01T02:44:00+07:00,60,27.85,58.6,20.36,0.0,auto,27.99,0,26.51,89.29,0.041
esp32-room-a,2026-05-01T02:45:00+07:00,60,27.85,58.2,18.57,0.007,auto,27.99,0,26.65,84.45,0.0
esp32-room-a,2026-05-01T02:46:00+07:00,60,27.88,58.01,24.85,0.062,auto,27.99,0,26.75,83.99,0.149
esp32-room-a,2026-05-01T02:47:00+07:00,60,27.91,57.95,28.89,0.055,auto,27.99,0,26.62,86.34,0.01
esp32-room-a,2026-05-01T02:48:00+07:00,60,27.99,57.67,17.83,0.116,auto,27.99,0,26.82,88.53,0.099
esp32-room-a,2026-05-01T02:49:00+07:00,60,28.0,57.63,19.07,0.0,auto,27.99,0,26.45,85.14,0.035
esp32-room-a,2026-05-01T02:50:00+07:00,60,28.01,57.82,19.8,0.017,auto,27.99,0,26.53,89.0,0.063
esp32-room-a,2026-05-01T02:51:00+07:00,60,27.92,57.31,16.62,0.093,auto,27.99,0,26.22,83.87,0.063
esp32-room-a,2026-05-01T02:52:00+07:00,60,27.95,57.12,24.36,0.085,auto,27.99,0,26.93,86.37,0.116
esp32-room-a,2026-05-01T02:53:00+07:00,60,27.91,56.88,16.67,0.035,auto,27.99,0,26.8,86.58,0.074
esp32-room-a,2026-05-01T02:54:00+07:00,60,27.94,57.04,28.98,0.125,auto,27.99,0,26.56,85.82,0.146
esp32-room-a,2026-05-01T02:55:00+07:00,60,27.98,57.06,20.15,0.0,auto,27.99,0,27.01,85.03,0.04
esp32-room-a,2026-05-01T02:56:00+07:00,60,28.04,56.9,23.36,0.008,auto,27.99,0,26.43,87.12,0.106
esp32-room-a,2026-05-01T02:57:00+07:00,60,28.11,56.81,29.5,0.034,auto,27.99,0,26.86,85.7,0.07
esp32-room-a,2026-05-01T02:58:00+07:00,60,28.09,56.65,27.18,0.11,auto,27.99,0,26.64,85.68,0.184
esp32-room-a,2026-05-01T02:59:00+07:00,60,28.06,56.76,20.06,0.072,auto,27.99,0,27.01,87.77,0.167
esp32-room-a,2026-05-01T03:00:00+07:00,60,28.04,57.05,12.23,0.0,auto,27.99,0,27.02,86.24,0.072
esp32-room-a,2026-05-01T03:01:00+07:00,60,27.97,57.06,31.02,0.118,auto,27.99,0,26.75,86.07,0.184
esp32-room-a,2026-05-01T03:02:00+07:00,60,27.87,57.13,25.8,0.0,auto,27.99,0,26.66,85.16,0.134
esp32-room-a,2026-05-01T03:03:00+07:00,60,27.87,56.67,24.76,0.066,auto,27.99,0,26.54,84.35,0.067
esp32-room-a,2026-05-01T03:04:00+07:00,60,27.92,56.08,20.44,0.0,auto,27.99,0,26.31,84.3,0.1
esp32-room-a,2026-05-01T03:05:00+07:00,60,27.94,56.54,21.09,0.096,auto,27.99,0,26.64,86.25,0.184
esp32-room-a,2026-05-01T03:06:00+07:00,60,27.91,56.55,14.97,0.012,auto,27.99,0,26.98,84.61,0.001
esp32-room-a,2026-05-01T03:07:00+07:00,60,27.9,56.74,13.55,0.029,auto,27.99,0,26.82,83.44,0.197
esp32-room-a,2026-05-01T03:08:00+07:00,60,27.98,56.88,24.96,0.215,auto,27.99,0,26.82,86.23,0.19
esp32-room-a,2026-05-01T03:09:00+07:00,60,27.99,56.78,17.35,0.159,auto,27.99,0,26.64,86.24,0.103
esp32-room-a,2026-05-01T03:10:00+07:00,60,27.98,56.75,24.53,0.0,auto,27.99,0,26.65,86.91,0.146
esp32-room-a,2026-05-01T03:11:00+07:00,60,27.96,56.66,20.15,0.05,auto,27.99,0,27.13,86.27,0.148
esp32-room-a,2026-05-01T03:12:00+07:00,60,27.99,56.59,23.7,0.0,auto,27.99,0,26.96,83.18,0.09
esp32-room-a,2026-05-01T03:13:00+07:00,60,27.92,56.81,23.82,0.015,auto,27.99,0,27.03,86.94,0.226
esp32-room-a,2026-05-01T03:14:00+07:00,60,27.92,56.9,28.63,0.111,auto,27.99,0,26.87,86.37,0.118
esp32-room-a,2026-05-01T03:15:00+07:00,60,27.84,56.92,27.62,0.0,auto,27.99,0,26.76,85.34,0.0
esp32-room-a,2026-05-01T03:16:00+07:00,60,27.9,56.82,24.08,0.0,auto,27.99,0,26.65,84.62,0.147
esp32-room-a,2026-05-01T03:17:00+07:00,60,27.93,56.54,27.32,0.097,auto,27.99,0,26.93,85.3,0.269
esp32-room-a,2026-05-01T03:18:00+07:00,60,27.95,56.62,24.93,0.043,auto,27.99,0,26.74,84.73,0.104
esp32-room-a,2026-05-01T03:19:00+07:00,60,27.88,56.93,28.16,0.025,auto,27.99,0,26.76,88.65,0.161
esp32-room-a,2026-05-01T03:20:00+07:00,60,27.88,56.91,21.06,0.145,auto,27.99,0,27.02,86.88,0.298
esp32-room-a,2026-05-01T03:21:00+07:00,60,27.91,57.14,24.95,0.135,auto,27.99,0,26.88,84.23,0.232
esp32-room-a,2026-05-01T03:22:00+07:00,60,27.83,57.19,21.62,0.019,auto,27.99,0,26.69,84.28,0.098
esp32-room-a,2026-05-01T03:23:00+07:00,60,27.8,57.27,15.74,0.072,auto,27.99,0,26.64,87.05,0.0
esp32-room-a,2026-05-01T03:24:00+07:00,60,27.87,57.21,19.33,0.029,auto,27.99,0,26.92,88.72,0.108
esp32-room-a,2026-05-01T03:25:00+07:00,60,27.94,57.19,32.35,0.072,auto,27.99,0,26.86,84.9,0.161
esp32-room-a,2026-05-01T03:26:00+07:00,60,27.9,57.02,24.07,0.16,auto,27.99,0,26.95,86.79,0.263
esp32-room-a,2026-05-01T03:27:00+07:00,60,27.83,56.64,22.49,0.108,auto,27.99,0,26.66,83.53,0.123
esp32-room-a,2026-05-01T03:28:00+07:00,60,27.82,57.12,15.44,0.03,auto,27.99,0,26.49,85.15,0.119
esp32-room-a,2026-05-01T03:29:00+07:00,60,27.83,57.22,25.5,0.067,auto,27.99,0,26.98,86.19,0.256
esp32-room-a,2026-05-01T03:30:00+07:00,60,27.84,57.09,21.9,0.049,auto,27.99,0,26.66,85.85,0.19
esp32-room-a,2026-05-01T03:31:00+07:00,60,27.85,56.84,25.2,0.0,auto,27.99,0,26.85,83.83,0.034
esp32-room-a,2026-05-01T03:32:00+07:00,60,27.86,56.81,24.24,0.0,auto,27.99,0,26.81,87.22,0.075
esp32-room-a,2026-05-01T03:33:00+07:00,60,27.87,56.94,26.03,0.0,auto,27.99,0,27.29,85.54,0.117
esp32-room-a,2026-05-01T03:34:00+07:00,60,27.92,56.88,13.29,0.0,auto,27.99,0,26.98,84.34,0.0
